,income,age
3838,40000,47
3839,20000,64
3840,80000,22
3841,40000,30
3842,60000,53
3843,80000,24
3844,60000,69
3845,20000,69
3846,60000,34
3847,100000,47
3848,60000,67
3849,40000,51
3850,80000,83
3851,80000,46
3852,20000,24
3853,20000,59
3854,80000,33
3855,80000,85
3856,100000,53
3857,60000,61
3858,60000,88
3859,20000,78
3860,60000,18
3861,20000,37
3862,100000,89
3863,80000,54
3864,100000,69
3865,60000,68
3866,40000,61
3867,80000,66
3868,80000,27
3869,80000,61
3870,60000,76
3871,80000,68
3872,40000,64
3873,80000,73
3874,100000,25
3875,80000,29
3876,60000,53
3877,60000,29
3878,100000,31
3879,20000,85
3880,20000,39
3881,40000,51
3882,40000,54
3883,60000,45
3884,20000,74
3885,100000,19
3886,40000,60
3887,20000,70
3888,40000,68
3889,60000,42
3890,80000,64
3891,20000,26
3892,80000,75
3893,60000,79
3894,80000,75
3895,40000,70
3896,80000,29
3897,60000,43
3898,100000,88
3899,60000,48
3900,60000,54
3901,20000,38
3902,20000,61
3903,20000,78
3904,40000,42
3905,60000,30
3906,20000,61
3907,80000,45
3908,60000,26
3909,20000,35
3910,80000,22
3911,60000,72
3912,40000,18
3913,80000,62
3914,80000,42
3915,80000,89
3916,20000,28
3917,100000,78
3918,60000,52
3919,20000,25
3920,100000,44
3921,100000,24
3922,20000,49
3923,20000,27
3924,80000,65
3925,80000,26
3926,40000,72
3927,60000,33
3928,100000,46
3929,60000,38
3930,80000,57
3931,100000,63
3932,60000,45
3933,80000,23
3934,60000,28
3935,100000,65
3936,60000,31
3937,80000,48
3938,20000,46
3939,100000,83
3940,60000,68
3941,100000,27
3942,60000,66
3943,40000,53
3944,100000,20
3945,100000,64
3946,20000,57
3947,80000,28
3948,20000,66
3949,100000,78
3950,80000,45
3951,60000,55
3952,60000,52
3953,60000,67
3954,40000,81
3955,40000,65
3956,60000,79
3957,20000,35
3958,40000,42
3959,80000,26
3960,80000,63
3961,80000,56
3962,100000,89
3963,40000,67
3964,20000,36
3965,80000,76
3966,40000,87
3967,80000,56
3968,100000,52
3969,80000,89
3970,40000,58
3971,20000,82
3972,100000,67
3973,20000,22
3974,60000,44
3975,60000,68
3976,80000,58
3977,80000,74
3978,60000,38
3979,80000,55
3980,80000,23
3981,40000,75
3982,80000,86
3983,80000,40
3984,40000,31
3985,60000,47
3986,100000,51
3987,20000,71
3988,60000,68
3989,40000,58
3990,100000,26
3991,80000,46
3992,80000,78
3993,60000,77
3994,20000,83
3995,40000,18
3996,80000,73
3997,60000,62
3998,60000,81
3999,100000,29
4000,100000,22
4001,60000,57
4002,20000,63
4003,100000,29
4004,40000,53
4005,80000,20
4006,100000,38
4007,80000,68
4008,60000,28
4009,100000,19
4010,60000,27
4011,60000,43
4012,40000,42
4013,100000,79
4014,100000,60
4015,100000,27
4016,80000,39
4017,20000,81
4018,20000,62
4019,40000,55
4020,100000,33
4021,40000,60
4022,20000,40
4023,20000,82
4024,100000,51
4025,20000,69
4026,20000,71
4027,80000,55
4028,80000,39
4029,100000,47
4030,80000,70
4031,80000,87
4032,80000,62
4033,80000,74
4034,60000,41
4035,40000,60
4036,60000,63
4037,40000,38
4038,60000,88
4039,60000,87
4040,20000,46
4041,60000,85
4042,40000,22
4043,80000,23
4044,60000,33
4045,40000,21
4046,80000,82
4047,60000,37
4048,80000,26
4049,80000,82
4050,40000,58
4051,60000,19
4052,100000,71
4053,80000,39
4054,80000,44
4055,20000,59
4056,100000,80
4057,80000,44
4058,60000,30
4059,100000,78
4060,20000,50
4061,40000,72
4062,60000,32
4063,60000,68
4064,80000,49
4065,100000,72
4066,20000,76
4067,20000,18
4068,100000,42
4069,60000,87
4070,80000,56
4071,100000,86
4072,40000,79
4073,60000,57
4074,60000,84
4075,20000,45
4076,80000,28
4077,80000,37
4078,100000,30
4079,20000,59
4080,80000,52
4081,40000,19
4082,80000,46
4083,100000,86
4084,20000,57
4085,80000,70
4086,20000,76
4087,80000,72
4088,80000,31
4089,20000,82
4090,40000,21
4091,80000,20
4092,60000,75
4093,100000,45
4094,40000,72
4095,100000,67
4096,20000,90
4097,60000,73
4098,80000,87
4099,100000,43
4100,100000,83
4101,60000,85
4102,40000,69
4103,60000,84
4104,60000,60
4105,40000,79
4106,60000,75
4107,40000,77
4108,20000,73
4109,60000,23
4110,40000,22
4111,20000,45
4112,20000,90
4113,100000,20
4114,20000,30
4115,20000,69
4116,60000,27
4117,60000,27
4118,80000,46
4119,20000,88
4120,40000,83
4121,20000,75
4122,60000,32
4123,20000,21
4124,80000,81
4125,80000,53
4126,100000,24
4127,20000,68
4128,100000,22
4129,40000,23
4130,20000,29
4131,100000,71
4132,80000,18
4133,100000,59
4134,60000,89
4135,20000,74
4136,40000,51
4137,100000,47
4138,60000,48
4139,80000,69
4140,80000,89
4141,20000,68
4142,60000,79
4143,100000,72
4144,60000,71
4145,60000,60
4146,80000,39
4147,80000,80
4148,60000,24
4149,40000,20
4150,80000,23
4151,60000,47
4152,100000,20
4153,20000,67
4154,20000,71
4155,40000,73
4156,40000,36
4157,60000,26
4158,60000,28
4159,60000,22
4160,20000,28
4161,20000,54
4162,40000,86
4163,100000,25
4164,40000,24
4165,20000,55
4166,40000,67
4167,80000,78
4168,40000,48
4169,60000,43
4170,40000,70
4171,80000,84
4172,80000,33
4173,20000,83
4174,20000,23
4175,20000,66
4176,40000,49
4177,100000,53
4178,80000,60
4179,60000,72
4180,60000,41
4181,20000,73
4182,20000,79
4183,80000,54
4184,80000,21
4185,100000,29
4186,60000,28
4187,20000,18
4188,60000,54
4189,20000,72
4190,80000,31
4191,100000,65
4192,60000,28
4193,40000,46
4194,40000,18
4195,40000,47
4196,20000,44
4197,20000,34
4198,40000,65
4199,100000,21
4200,80000,43
4201,100000,66
4202,80000,41
4203,20000,29
4204,60000,25
4205,20000,31
4206,100000,79
4207,80000,55
4208,80000,42
4209,100000,84
4210,100000,79
4211,20000,70
4212,40000,42
4213,60000,26
4214,100000,64
4215,100000,25
4216,60000,63
4217,60000,70
4218,60000,69
4219,40000,76
4220,60000,27
4221,20000,34
4222,20000,42
4223,20000,51
4224,80000,80
4225,40000,77
4226,80000,71
4227,20000,21
4228,60000,51
4229,40000,71
4230,100000,39
4231,60000,80
4232,60000,36
4233,40000,30
4234,60000,69
4235,40000,47
4236,80000,40
4237,80000,69
4238,20000,27
4239,20000,49
4240,80000,48
4241,100000,82
4242,20000,82
4243,80000,57
4244,40000,61
4245,100000,70
4246,20000,76
4247,40000,20
4248,80000,52
4249,40000,62
4250,40000,63
4251,100000,51
4252,20000,69
4253,40000,19
4254,20000,33
4255,60000,55
4256,80000,82
4257,80000,21
4258,20000,25
4259,80000,52
4260,20000,56
4261,80000,89
4262,80000,72
4263,80000,85
4264,100000,42
4265,100000,84
4266,100000,53
4267,80000,79
4268,40000,31
4269,60000,76
4270,80000,78
4271,60000,76
4272,100000,90
4273,60000,60
4274,60000,75
4275,60000,36
4276,20000,64
4277,40000,36
4278,40000,64
4279,40000,54
4280,60000,58
4281,80000,81
4282,20000,29
4283,20000,21
4284,60000,61
4285,60000,36
4286,40000,87
4287,40000,53
4288,40000,82
4289,60000,68
4290,60000,89
4291,20000,79
4292,60000,87
4293,60000,21
4294,60000,48
4295,20000,45
4296,20000,74
4297,40000,57
4298,40000,57
4299,20000,84
4300,100000,28
4301,40000,58
4302,20000,32
4303,40000,55
4304,20000,50
4305,20000,36
4306,60000,45
4307,20000,71
4308,20000,83
4309,60000,56
4310,20000,38
4311,20000,20
4312,80000,50
4313,20000,71
4314,60000,86
4315,60000,49
4316,60000,90
4317,80000,89
4318,60000,35
4319,100000,33
4320,60000,65
4321,40000,40
4322,100000,38
4323,100000,78
4324,40000,44
4325,100000,69
4326,60000,43
4327,40000,65
4328,80000,77
4329,40000,61
4330,20000,28
4331,100000,65
4332,20000,21
4333,60000,80
4334,20000,41
4335,20000,43
4336,60000,47
4337,60000,50
4338,20000,76
4339,100000,40
4340,100000,75
4341,60000,69
4342,100000,67
4343,100000,59
4344,20000,48
4345,40000,23
4346,60000,57
4347,40000,58
4348,20000,20
4349,20000,50
4350,80000,46
4351,40000,33
4352,40000,70
4353,80000,57
4354,60000,44
4355,60000,66
4356,100000,84
4357,100000,39
4358,100000,54
4359,80000,22
4360,80000,53
4361,80000,61
4362,60000,49
4363,20000,60
4364,40000,66
4365,40000,67
4366,40000,38
4367,40000,22
4368,60000,44
4369,80000,59
4370,40000,25
4371,80000,26
4372,40000,42
4373,20000,44
4374,20000,58
4375,20000,56
4376,40000,50
4377,20000,58
4378,80000,28
4379,40000,68
4380,40000,88
4381,20000,34
4382,100000,46
4383,20000,19
4384,80000,74
4385,100000,87
4386,80000,57
4387,80000,46
4388,100000,53
4389,40000,53
4390,20000,90
4391,100000,60
4392,80000,19
4393,80000,86
4394,20000,75
4395,20000,40
4396,100000,68
4397,100000,41
4398,100000,68
4399,20000,82
4400,80000,37
4401,100000,72
4402,80000,23
4403,40000,90
4404,40000,86
4405,20000,82
4406,20000,55
4407,20000,60
4408,80000,69
4409,60000,62
4410,80000,68
4411,80000,19
4412,100000,45
4413,20000,47
4414,80000,77
4415,100000,89
4416,100000,47
4417,20000,80
4418,20000,67
4419,60000,50
4420,40000,67
4421,60000,23
4422,40000,24
4423,20000,22
4424,80000,19
4425,20000,47
4426,80000,74
4427,100000,68
4428,60000,82
4429,60000,29
4430,20000,38
4431,80000,20
4432,100000,27
4433,60000,26
4434,80000,83
4435,60000,45
4436,100000,88
4437,100000,25
4438,40000,89
4439,60000,71
4440,60000,36
4441,100000,63
4442,40000,19
4443,100000,65
4444,100000,35
4445,40000,82
4446,100000,49
4447,60000,39
4448,60000,80
4449,20000,39
4450,60000,40
4451,40000,55
4452,100000,43
4453,80000,74
4454,40000,49
4455,40000,71
4456,80000,82
4457,40000,34
4458,100000,28
4459,60000,76
4460,60000,62
4461,80000,64
4462,40000,32
4463,20000,22
4464,100000,83
4465,100000,47
4466,40000,42
4467,80000,83
4468,60000,74
4469,40000,33
4470,60000,43
4471,20000,66
4472,40000,81
4473,100000,49
4474,80000,59
4475,60000,62
4476,80000,66
4477,80000,32
4478,60000,90
4479,80000,28
4480,100000,60
4481,60000,37
4482,80000,61
4483,20000,68
4484,20000,38
4485,40000,34
4486,60000,80
4487,20000,80
4488,60000,21
4489,40000,83
4490,100000,80
4491,20000,54
4492,40000,46
4493,100000,69
4494,20000,79
4495,60000,61
4496,60000,82
4497,100000,73
4498,40000,31
4499,80000,70
4500,100000,60
4501,60000,19
4502,80000,37
4503,100000,85
4504,40000,67
4505,40000,62
4506,20000,89
4507,40000,69
4508,80000,87
4509,20000,66
4510,40000,36
4511,20000,34
4512,100000,49
4513,80000,72
4514,60000,28
4515,100000,19
4516,20000,34
4517,40000,37
4518,20000,88
4519,40000,35
4520,80000,23
4521,80000,69
4522,20000,52
4523,100000,78
4524,100000,37
4525,20000,90
4526,80000,35
4527,60000,78
4528,60000,57
4529,40000,28
4530,60000,65
4531,100000,19
4532,100000,82
4533,100000,78
4534,80000,21
4535,20000,38
4536,20000,75
4537,100000,62
4538,80000,74
4539,20000,20
4540,80000,29
4541,20000,87
4542,100000,44
4543,60000,42
4544,100000,64
4545,40000,64
4546,20000,58
4547,60000,83
4548,80000,87
4549,40000,90
4550,40000,19
4551,100000,42
4552,60000,50
4553,100000,43
4554,60000,80
4555,80000,47
4556,20000,63
4557,60000,45
4558,20000,19
4559,100000,20
4560,20000,88
4561,100000,29
4562,60000,46
4563,100000,71
4564,20000,21
4565,60000,61
4566,40000,46
4567,100000,25
4568,40000,30
4569,20000,77
4570,20000,75
4571,60000,89
4572,100000,53
4573,80000,79
4574,60000,39
4575,60000,86
4576,60000,70
4577,20000,90
4578,80000,34
4579,20000,86
4580,80000,64
4581,20000,31
4582,100000,47
4583,100000,63
4584,80000,80
4585,40000,36
4586,60000,72
4587,60000,41
4588,20000,26
4589,60000,81
4590,100000,79
4591,80000,47
4592,80000,21
4593,80000,24
4594,40000,55
4595,20000,67
4596,40000,30
4597,100000,44
4598,40000,37
4599,60000,47
4600,60000,80
4601,20000,29
4602,40000,46
4603,100000,30
4604,60000,20
4605,20000,61
4606,20000,40
4607,40000,71
4608,60000,40
4609,80000,50
4610,20000,60
4611,100000,48
4612,40000,88
4613,80000,78
4614,40000,72
4615,40000,42
4616,80000,44
4617,40000,56
4618,80000,72
4619,100000,65
4620,20000,20
4621,80000,73
4622,80000,59
4623,80000,86
4624,20000,71
4625,20000,66
4626,20000,66
4627,60000,53
4628,80000,22
4629,40000,85
4630,80000,57
4631,60000,42
4632,100000,69
4633,100000,44
4634,20000,35
4635,80000,40
4636,100000,58
4637,100000,53
4638,80000,90
4639,100000,69
4640,40000,39
4641,100000,55
4642,100000,41
4643,60000,80
4644,20000,29
4645,40000,25
4646,60000,19
4647,40000,47
4648,80000,40
4649,20000,78
4650,100000,59
4651,60000,42
4652,60000,63
4653,40000,33
4654,80000,52
4655,80000,69
4656,20000,55
4657,80000,79
4658,20000,20
4659,100000,55
4660,40000,49
4661,40000,35
4662,20000,84
4663,80000,83
4664,80000,79
4665,20000,21
4666,80000,20
4667,20000,41
4668,40000,73
4669,100000,85
4670,20000,49
4671,60000,31
4672,20000,75
4673,100000,19
4674,100000,70
4675,100000,78
4676,80000,88
4677,40000,49
4678,100000,74
4679,100000,32
4680,40000,71
4681,20000,64
4682,60000,35
4683,80000,90
4684,100000,46
4685,80000,18
4686,20000,30
4687,60000,21
4688,100000,47
4689,100000,54
4690,20000,43
4691,20000,32
4692,20000,56
4693,40000,66
4694,40000,19
4695,100000,42
4696,20000,71
4697,80000,36
4698,100000,55
4699,40000,53
4700,60000,57
4701,100000,57
4702,60000,42
4703,60000,61
4704,40000,37
4705,40000,34
4706,100000,77
4707,60000,67
4708,20000,89
4709,80000,54
4710,40000,69
4711,40000,30
4712,60000,89
4713,100000,40
4714,20000,23
4715,100000,59
4716,60000,87
4717,80000,32
4718,80000,59
4719,40000,47
4720,60000,88
4721,20000,31
4722,100000,57
4723,60000,90
4724,60000,72
4725,40000,21
4726,100000,43
4727,20000,80
4728,40000,57
4729,80000,67
4730,60000,83
4731,40000,74
4732,40000,24
4733,80000,18
4734,20000,46
4735,80000,82
4736,40000,43
4737,80000,34
4738,80000,84
4739,60000,50
4740,40000,21
4741,60000,72
4742,40000,37
4743,60000,21
4744,40000,76
4745,80000,60
4746,40000,67
4747,40000,69
4748,40000,30
4749,80000,90
4750,60000,20
4751,80000,25
4752,20000,46
4753,40000,55
4754,80000,63
4755,60000,40
4756,80000,49
4757,100000,58
4758,80000,89
4759,100000,64
4760,20000,24
4761,20000,55
4762,80000,77
4763,100000,48
4764,40000,80
4765,80000,57
4766,40000,19
4767,100000,74
4768,100000,62
4769,80000,74
4770,80000,46
4771,100000,74
4772,20000,80
4773,20000,58
4774,40000,19
4775,100000,59
4776,80000,68
4777,60000,63
4778,40000,80
4779,100000,63
4780,100000,37
4781,80000,83
4782,100000,56
4783,80000,76
4784,40000,72
4785,60000,82
4786,100000,75
4787,40000,28
4788,20000,74
4789,60000,23
4790,80000,73
4791,40000,52
4792,20000,77
4793,40000,41
4794,100000,39
4795,40000,80
4796,40000,67
4797,40000,78
4798,20000,30
4799,80000,46
4800,100000,58
4801,20000,65
4802,80000,63
4803,40000,24
4804,40000,35
4805,40000,67
4806,60000,27
4807,80000,29
4808,100000,58
4809,80000,60
4810,80000,53
4811,80000,83
4812,40000,84
4813,40000,23
4814,40000,47
4815,100000,34
4816,100000,87
4817,100000,74
4818,20000,57
4819,80000,66
4820,40000,88
4821,20000,26
4822,80000,68
4823,20000,54
4824,100000,29
4825,80000,78
4826,80000,54
4827,80000,19
4828,20000,37
4829,100000,18
4830,80000,80
4831,80000,52
4832,20000,74
4833,20000,52
4834,40000,34
4835,40000,72
4836,60000,37
4837,40000,37
4838,20000,18
4839,40000,29
4840,40000,55
4841,40000,53
4842,100000,80
4843,80000,58
4844,40000,34
4845,60000,61
4846,20000,32
4847,100000,27
4848,80000,42
4849,100000,46
4850,40000,66
4851,40000,75
4852,40000,26
4853,20000,27
4854,80000,47
4855,40000,55
4856,60000,82
4857,20000,56
4858,100000,28
4859,60000,88
4860,60000,38
4861,60000,36
4862,40000,60
4863,80000,28
4864,40000,29
4865,60000,59
4866,80000,39
4867,100000,86
4868,40000,48
4869,40000,28
4870,100000,34
4871,100000,64
4872,60000,71
4873,20000,58
4874,40000,50
4875,80000,37
4876,80000,84
4877,60000,90
4878,20000,89
4879,80000,53
4880,60000,29
4881,80000,51
4882,40000,67
4883,100000,20
4884,100000,81
4885,20000,47
4886,80000,29
4887,80000,28
4888,20000,82
4889,100000,80
4890,20000,31
4891,40000,45
4892,40000,53
4893,80000,86
4894,40000,60
4895,20000,78
4896,80000,31
4897,40000,52
4898,40000,77
4899,80000,79
4900,60000,24
4901,100000,37
4902,60000,89
4903,100000,46
4904,60000,77
4905,20000,73
4906,20000,89
4907,60000,80
4908,20000,42
4909,100000,89
4910,20000,49
4911,20000,64
4912,40000,81
4913,60000,34
4914,80000,49
4915,40000,43
4916,20000,44
4917,100000,31
4918,40000,43
4919,80000,70
4920,20000,29
4921,100000,22
4922,60000,62
4923,20000,47
4924,80000,75
4925,40000,81
4926,20000,53
4927,60000,33
4928,80000,66
4929,80000,50
4930,100000,70
4931,100000,21
4932,100000,19
4933,100000,69
4934,60000,61
4935,100000,23
4936,20000,73
4937,40000,71
4938,40000,83
4939,100000,53
4940,80000,79
4941,100000,21
4942,40000,51
4943,20000,87
4944,20000,50
4945,100000,61
4946,20000,66
4947,100000,79
4948,40000,73
4949,80000,34
4950,40000,83
4951,60000,25
4952,100000,28
4953,100000,77
4954,80000,25
4955,40000,88
4956,100000,83
4957,80000,84
4958,40000,76
4959,100000,50
4960,60000,24
4961,60000,89
4962,40000,56
4963,80000,76
4964,40000,59
4965,20000,74
4966,100000,78
4967,40000,20
4968,20000,75
4969,100000,59
4970,60000,51
4971,60000,18
4972,80000,41
4973,20000,50
4974,60000,89
4975,80000,34
4976,60000,24
4977,40000,68
4978,60000,47
4979,80000,60
4980,80000,41
4981,20000,39
4982,60000,85
4983,20000,20
4984,80000,72
4985,80000,29
4986,80000,27
4987,40000,81
4988,100000,32
4989,100000,75
4990,100000,81
4991,20000,61
4992,60000,85
4993,80000,37
4994,20000,30
4995,20000,44
4996,80000,42
4997,20000,36
4998,60000,40
4999,100000,72
5000,40000,68
5001,20000,80
5002,100000,68
5003,80000,38
5004,40000,70
5005,40000,28
5006,100000,79
5007,40000,60
5008,60000,62
5009,100000,33
5010,20000,63
5011,20000,87
5012,20000,77
5013,80000,88
5014,20000,84
5015,20000,62
5016,80000,60
5017,80000,58
5018,20000,60
5019,20000,45
5020,40000,21
5021,80000,55
5022,60000,22
5023,80000,24
5024,40000,28
5025,20000,56
5026,100000,50
5027,40000,53
5028,20000,57
5029,80000,34
5030,60000,28
5031,80000,19
5032,40000,47
5033,80000,45
5034,40000,55
5035,60000,26
5036,100000,19
5037,40000,33
5038,80000,76
5039,80000,57
5040,100000,34
5041,80000,80
5042,80000,66
5043,40000,34
5044,80000,26
5045,100000,77
5046,100000,49
5047,20000,70
5048,100000,80
5049,100000,43
5050,100000,60
5051,60000,82
5052,60000,66
5053,80000,60
5054,100000,53
5055,80000,19
5056,80000,29
5057,40000,33
5058,60000,79
5059,20000,49
5060,20000,29
5061,40000,20
5062,60000,83
5063,80000,65
5064,80000,33
5065,20000,66
5066,40000,34
5067,100000,32
5068,100000,36
5069,80000,78
5070,20000,78
5071,20000,79
5072,80000,49
5073,100000,65
5074,60000,53
5075,40000,58
5076,20000,87
5077,20000,56
5078,60000,83
5079,80000,65
5080,100000,30
5081,80000,84
5082,40000,26
5083,40000,79
5084,40000,46
5085,60000,71
5086,80000,58
5087,100000,57
5088,60000,58
5089,100000,22
5090,60000,40
5091,20000,28
5092,100000,57
5093,80000,39
5094,60000,46
5095,20000,68
5096,100000,38
5097,100000,64
5098,20000,53
5099,40000,22
5100,40000,76
5101,60000,24
5102,40000,53
5103,40000,20
5104,60000,77
5105,100000,90
5106,60000,57
5107,60000,83
5108,80000,19
5109,100000,86
5110,40000,38
5111,100000,60
5112,60000,38
5113,80000,21
5114,20000,82
5115,80000,62
5116,60000,57
5117,80000,23
5118,20000,73
5119,40000,54
5120,40000,69
5121,100000,24
5122,20000,19
5123,80000,52
5124,80000,61
5125,40000,76
5126,80000,28
5127,100000,41
5128,60000,66
5129,80000,84
5130,20000,65
5131,80000,62
5132,60000,54
5133,40000,33
5134,60000,48
5135,60000,55
5136,20000,87
5137,80000,29
5138,20000,49
5139,100000,29
5140,60000,37
5141,80000,74
5142,20000,61
5143,80000,51
5144,100000,67
5145,40000,26
5146,100000,83
5147,40000,48
5148,100000,31
5149,40000,50
5150,80000,48
5151,60000,55
5152,20000,26
5153,20000,60
5154,40000,40
5155,80000,19
5156,100000,34
5157,80000,61
5158,20000,33
5159,100000,19
5160,80000,64
5161,60000,90
5162,100000,63
5163,60000,40
5164,20000,40
5165,100000,66
5166,80000,59
5167,20000,48
5168,100000,34
5169,100000,75
5170,100000,35
5171,20000,53
5172,100000,88
5173,80000,88
5174,100000,34
5175,20000,25
5176,40000,68
5177,20000,81
5178,40000,60
5179,100000,32
5180,100000,60
5181,60000,58
5182,80000,26
5183,100000,57
5184,80000,50
5185,80000,49
5186,100000,59
5187,60000,88
5188,60000,66
5189,40000,57
5190,40000,33
5191,100000,43
5192,100000,34
5193,100000,56
5194,100000,31
5195,40000,28
5196,80000,90
5197,100000,78
5198,100000,83
5199,100000,28
5200,40000,32
5201,20000,20
5202,80000,80
5203,40000,61
5204,40000,50
5205,60000,24
5206,100000,19
5207,80000,73
5208,20000,67
5209,80000,18
5210,100000,73
5211,20000,29
5212,80000,33
5213,40000,76
5214,60000,68
5215,40000,33
5216,20000,35
5217,20000,70
5218,100000,19
5219,20000,62
5220,80000,51
5221,100000,29
5222,60000,43
5223,40000,72
5224,20000,25
5225,80000,34
5226,80000,59
5227,100000,88
5228,20000,47
5229,60000,90
5230,40000,19
5231,60000,55
5232,20000,29
5233,100000,45
5234,40000,71
5235,40000,30
5236,80000,35
5237,40000,62
5238,40000,79
5239,100000,76
5240,20000,55
5241,60000,62
5242,20000,50
5243,40000,69
5244,60000,81
5245,40000,82
5246,60000,18
5247,60000,88
5248,40000,68
5249,80000,25
5250,40000,84
5251,40000,27
5252,40000,37
5253,60000,76
5254,100000,58
5255,100000,48
5256,40000,33
5257,40000,48
5258,100000,75
5259,60000,75
5260,20000,27
5261,20000,38
5262,60000,57
5263,100000,48
5264,60000,71
5265,40000,21
5266,20000,66
5267,40000,73
5268,80000,48
5269,80000,73
5270,60000,74
5271,20000,48
5272,40000,74
5273,60000,83
5274,60000,22
5275,80000,31
5276,20000,43
5277,20000,41
5278,40000,18
5279,80000,41
5280,100000,40
5281,100000,43
5282,40000,85
5283,40000,78
5284,80000,18
5285,20000,69
5286,100000,84
5287,80000,27
5288,80000,40
5289,60000,46
5290,40000,32
5291,40000,77
5292,80000,39
5293,60000,54
5294,60000,31
5295,20000,90
5296,80000,29
5297,100000,35
5298,100000,69
5299,60000,52
5300,20000,88
5301,60000,67
5302,20000,42
5303,60000,58
5304,40000,45
5305,40000,86
5306,100000,42
5307,40000,59
5308,20000,63
5309,80000,42
5310,40000,28
5311,100000,87
5312,80000,45
5313,20000,21
5314,100000,46
5315,40000,87
5316,100000,51
5317,60000,65
5318,60000,67
5319,60000,84
5320,40000,40
5321,40000,88
5322,20000,57
5323,40000,26
5324,80000,43
5325,80000,22
5326,40000,57
5327,40000,28
5328,60000,58
5329,40000,89
5330,40000,50
5331,80000,55
5332,80000,46
5333,60000,84
5334,20000,59
5335,40000,54
5336,80000,31
5337,60000,79
5338,80000,24
5339,40000,40
5340,40000,74
5341,100000,45
5342,100000,53
5343,80000,58
5344,40000,24
5345,40000,32
5346,80000,52
5347,80000,33
5348,80000,86
5349,40000,32
5350,20000,86
5351,100000,46
5352,60000,48
5353,40000,66
5354,80000,89
5355,40000,52
5356,80000,41
5357,60000,78
5358,100000,22
5359,20000,71
5360,100000,30
5361,80000,54
5362,100000,51
5363,80000,47
5364,100000,52
5365,40000,47
5366,40000,68
5367,40000,77
5368,20000,82
5369,40000,21
5370,60000,64
5371,80000,43
5372,40000,62
5373,60000,65
5374,40000,74
5375,40000,56
5376,20000,89
5377,60000,62
5378,40000,34
5379,100000,57
5380,80000,38
5381,60000,25
5382,20000,75
5383,40000,69
5384,40000,79
5385,60000,24
5386,60000,43
5387,40000,76
5388,20000,32
5389,80000,71
5390,40000,45
5391,100000,63
5392,100000,33
5393,40000,29
5394,40000,72
5395,40000,42
5396,20000,85
5397,60000,75
5398,40000,79
5399,60000,85
5400,60000,55
5401,80000,83
5402,100000,82
5403,80000,88
5404,40000,56
5405,100000,32
5406,60000,42
5407,60000,39
5408,100000,33
5409,60000,46
5410,60000,38
5411,20000,85
5412,100000,68
5413,20000,65
5414,60000,25
5415,60000,27
5416,20000,84
5417,20000,64
5418,80000,88
5419,40000,20
5420,20000,84
5421,100000,58
5422,20000,38
5423,60000,78
5424,20000,67
5425,20000,81
5426,80000,79
5427,40000,44
5428,40000,66
5429,80000,71
5430,40000,42
5431,20000,44
5432,80000,34
5433,20000,84
5434,20000,37
5435,40000,86
5436,80000,73
5437,80000,41
5438,80000,74
5439,60000,82
5440,20000,29
5441,100000,66
5442,60000,75
5443,100000,28
5444,40000,73
5445,40000,67
5446,20000,78
5447,100000,76
5448,20000,76
5449,40000,59
5450,40000,33
5451,80000,49
5452,100000,43
5453,60000,76
5454,100000,80
5455,40000,20
5456,40000,90
5457,40000,41
5458,20000,88
5459,40000,52
5460,100000,44
5461,40000,50
5462,40000,55
5463,80000,88
5464,100000,21
5465,40000,63
5466,80000,20
5467,60000,77
5468,60000,21
5469,100000,58
5470,20000,75
5471,40000,81
5472,100000,76
5473,60000,71
5474,80000,66
5475,20000,47
5476,60000,34
5477,100000,72
5478,60000,20
5479,100000,51
5480,80000,49
5481,100000,43
5482,40000,18
5483,20000,46
5484,100000,39
5485,20000,81
5486,60000,37
5487,100000,37
5488,60000,45
5489,60000,19
5490,60000,72
5491,20000,82
5492,100000,83
5493,60000,77
5494,100000,52
5495,40000,25
5496,20000,56
5497,80000,45
5498,60000,52
5499,20000,81
5500,60000,38
5501,40000,29
5502,40000,54
5503,100000,59
5504,100000,21
5505,100000,73
5506,20000,76
5507,60000,60
5508,100000,86
5509,20000,58
5510,20000,21
5511,40000,60
5512,60000,80
5513,20000,71
5514,100000,30
5515,20000,45
5516,60000,56
5517,20000,29
5518,60000,65
5519,40000,29
5520,40000,31
5521,100000,49
5522,40000,48
5523,20000,58
5524,100000,23
5525,60000,84
5526,60000,85
5527,100000,42
5528,80000,78
5529,100000,31
5530,80000,89
5531,40000,37
5532,100000,52
5533,20000,43
5534,20000,22
5535,40000,88
5536,80000,19
5537,80000,50
5538,60000,20
5539,100000,21
5540,60000,57
5541,100000,46
5542,20000,78
5543,100000,81
5544,80000,46
5545,60000,48
5546,20000,19
5547,60000,56
5548,100000,25
5549,20000,64
5550,100000,86
5551,20000,39
5552,100000,53
5553,20000,56
5554,20000,21
5555,80000,31
5556,60000,40
5557,100000,70
5558,80000,38
5559,80000,36
5560,100000,65
5561,80000,21
5562,80000,19
5563,60000,22
5564,20000,62
5565,40000,78
5566,80000,26
5567,80000,38
5568,100000,67
5569,100000,30
5570,100000,33
5571,40000,62
5572,80000,30
5573,100000,35
5574,80000,89
5575,40000,87
5576,100000,22
5577,60000,76
5578,80000,57
5579,40000,45
5580,60000,42
5581,20000,81
5582,60000,88
5583,20000,20
5584,100000,80
5585,20000,80
5586,20000,48
