,customerid,products_per_customer
1883,2915,1
1884,19249,8
1885,11656,6
1886,16372,3
1887,9372,5
1888,8061,8
1889,15428,3
1890,16556,1
1891,15073,8
1892,13951,5
1893,1696,9
1894,19912,9
1895,19098,5
1896,12640,9
1897,16316,12
1898,4598,4
1899,8733,9
1900,11296,7
1901,3142,6
1902,2131,7
1903,1376,9
1904,9659,2
1905,19509,6
1906,14161,9
1907,1897,12
1908,6666,1
1909,15983,5
1910,18370,4
1911,13528,9
1912,17174,4
1913,15036,10
1914,6427,8
1915,3479,7
1916,19380,1
1917,19959,11
1918,2496,6
1919,16270,8
1920,6638,12
1921,1456,7
1922,12023,7
1923,15490,3
1924,3174,15
1925,543,19
1926,13729,7
1927,1562,12
1928,7803,10
1929,9159,7
1930,18568,6
1931,8431,1
1932,15027,1
1933,4300,7
1934,18023,7
1935,8092,7
1936,11932,2
1937,13374,4
1938,4572,14
1939,8484,1
1940,5399,8
1941,12179,3
1942,7877,14
1943,8450,6
1944,5972,2
1945,5580,4
1946,14033,4
1947,5563,2
1948,17568,2
1949,3421,9
1950,13022,9
1951,6759,5
1952,17409,3
1953,2753,8
1954,5567,9
1955,16352,3
1956,14679,4
1957,17372,1
1958,13076,17
1959,13952,14
1960,16068,5
1961,17644,21
1962,12372,8
1963,8957,8
1964,10597,9
1965,16705,8
1966,7352,18
1967,8015,9
1968,17099,3
1969,16969,7
1970,7683,7
1971,13042,8
1972,7529,5
1973,18974,6
1974,8411,9
1975,8580,7
1976,17109,1
1977,17056,2
1978,13717,6
1979,16189,16
1980,8054,3
1981,3661,2
1982,4569,12
1983,7205,8
1984,1271,2
1985,16235,13
1986,7729,7
1987,3381,1
1988,12990,22
1989,15705,9
1990,46,6
1991,586,9
1992,12514,5
1993,260,8
1994,6026,1
1995,8950,5
1996,5965,8
1997,18781,2
1998,18893,9
1999,425,6
2000,10779,2
2001,5485,8
2002,8599,11
2003,5886,2
2004,14624,5
2005,6811,9
2006,8025,4
2007,1350,5
2008,13361,3
2009,18581,10
2010,2436,16
2011,16206,8
2012,2964,11
2013,13751,7
2014,17860,11
2015,612,9
2016,9937,1
2017,10343,14
2018,2341,8
2019,19019,4
2020,765,4
2021,19544,6
2022,887,3
2023,4957,4
2024,13185,5
2025,15613,8
2026,8129,9
2027,6682,4
2028,17781,1
2029,19631,7
2030,12225,7
2031,18709,8
2032,9837,1
2033,16151,5
2034,18967,6
2035,433,7
2036,1797,9
2037,18830,16
2038,5354,8
2039,1123,4
2040,92,12
2041,541,3
2042,1517,5
2043,16356,12
2044,13373,3
2045,4445,7
2046,16200,11
2047,17872,15
2048,6128,13
2049,16327,1
2050,665,9
2051,16634,4
2052,6267,3
2053,16614,7
2054,15760,12
2055,103,6
2056,13331,12
2057,5901,5
2058,18358,6
2059,19726,9
2060,875,6
2061,12158,4
2062,7237,12
2063,10477,14
2064,5938,5
2065,7259,4
2066,6543,11
2067,16321,8
2068,196,8
2069,8686,4
2070,291,24
2071,15627,13
2072,8024,1
2073,3003,4
2074,12776,11
2075,5666,8
2076,15885,8
2077,61,2
2078,2851,8
2079,6170,8
2080,3127,8
2081,15307,4
2082,4458,7
2083,12701,1
2084,9173,6
2085,10954,8
2086,3123,8
2087,15492,7
2088,171,5
2089,14282,12
2090,1729,9
2091,14030,5
2092,3049,3
2093,13322,6
2094,17245,4
2095,8100,4
2096,18161,6
2097,17977,17
2098,13369,18
2099,11184,7
2100,9407,1
2101,10239,14
2102,8309,6
2103,8875,4
2104,3946,5
2105,15981,7
2106,6704,30
2107,10175,5
2108,3386,5
2109,18747,9
2110,10390,14
2111,6604,8
2112,17204,4
2113,16669,8
2114,3556,1
2115,15746,11
2116,13315,9
2117,1369,3
2118,9218,14
2119,2343,8
2120,3334,1
2121,19547,1
2122,9196,6
2123,14427,9
2124,6317,7
2125,16242,12
2126,8409,9
2127,15215,4
2128,10858,3
2129,8035,7
2130,17024,2
2131,15396,9
2132,15189,9
2133,15296,8
2134,15943,9
2135,18153,6
2136,2483,11
2137,16899,4
2138,301,9
2139,6940,1
2140,1011,6
2141,18812,9
2142,14143,9
2143,19776,10
2144,5384,7
2145,4503,9
2146,17982,11
2147,8069,10
2148,18336,7
2149,2088,2
2150,3439,11
2151,16624,7
2152,6357,14
2153,12234,16
2154,4824,9
2155,432,5
2156,18900,5
2157,5242,8
2158,3104,4
2159,8662,3
2160,2239,8
2161,17471,6
2162,15531,3
2163,13491,6
2164,9850,4
2165,18858,9
2166,14697,10
2167,15111,1
2168,7244,7
2169,15368,8
2170,80,3
2171,146,3
2172,12784,4
2173,15018,6
2174,6288,5
2175,10936,7
2176,6352,7
2177,1386,7
2178,16324,7
2179,3060,7
2180,1892,14
2181,3433,15
2182,3360,5
2183,12210,8
2184,19408,9
2185,19767,7
2186,10267,12
2187,7247,10
2188,8621,1
2189,7077,9
2190,2258,16
2191,124,11
2192,14835,9
2193,798,1
2194,8722,6
2195,11354,6
2196,2596,4
2197,19713,7
2198,13947,13
2199,11299,5
2200,14877,2
2201,3372,5
2202,1623,5
2203,16248,6
2204,4744,8
2205,13836,6
2206,17403,1
2207,17667,13
2208,4767,10
2209,11923,4
2210,13270,5
2211,19639,1
2212,8763,7
2213,2895,8
2214,19913,8
2215,16617,5
2216,18150,9
2217,14589,3
2218,7097,4
2219,11367,8
2220,10376,2
2221,13356,8
2222,8626,6
2223,1116,12
2224,17961,1
2225,12090,5
2226,12599,5
2227,14099,8
2228,17955,18
2229,16444,3
2230,4555,2
2231,5266,13
2232,6552,4
2233,4612,7
2234,2282,1
2235,16643,8
2236,5044,4
2237,19497,2
2238,3859,4
2239,1876,9
2240,669,14
2241,17966,6
2242,17817,2
2243,18200,2
2244,13398,2
2245,15835,11
2246,20000,4
2247,11133,7
2248,4366,9
2249,6606,4
2250,10986,12
2251,8519,2
2252,688,3
2253,14625,2
2254,17561,8
2255,11164,8
2256,12123,5
2257,1709,2
2258,2202,8
2259,13692,11
2260,5717,9
2261,8226,2
2262,13702,5
2263,2052,7
2264,1879,11
2265,14559,11
2266,16256,8
2267,14521,10
2268,19164,1
2269,3408,4
2270,3930,3
2271,3225,9
2272,12110,3
2273,18289,4
2274,7671,12
2275,8263,3
2276,19738,5
2277,18911,18
2278,14200,1
2279,4858,16
2280,16953,17
2281,15726,6
2282,7029,3
2283,12563,3
2284,2359,5
2285,15575,14
2286,9160,4
2287,18011,3
2288,18577,6
2289,148,8
2290,5411,3
2291,11793,6
2292,13225,2
2293,14914,6
2294,14608,11
2295,7470,9
2296,18706,7
2297,15008,5
2298,51,3
2299,5856,2
2300,9221,8
2301,8300,13
2302,1898,15
2303,6906,1
2304,16859,6
2305,19345,6
2306,14910,15
2307,7970,8
2308,2080,4
2309,15371,10
2310,3817,1
2311,2128,14
2312,15340,9
2313,8651,2
2314,15126,6
2315,10950,3
2316,19146,2
2317,4056,6
2318,14167,3
2319,11036,16
2320,6563,8
2321,12998,7
2322,12035,2
2323,5419,15
2324,2038,4
2325,8562,3
2326,16532,2
2327,12532,15
2328,13055,5
2329,10205,1
2330,8198,8
2331,10637,9
2332,6528,10
2333,19796,1
2334,18753,4
2335,6030,1
2336,6999,8
2337,12893,4
2338,8436,2
2339,160,16
2340,18378,2
2341,18272,8
2342,644,7
2343,15181,3
2344,19887,43
2345,6946,5
2346,16877,2
2347,10492,11
2348,5769,9
2349,3997,4
2350,5414,10
2351,6257,9
2352,10835,10
2353,13113,13
2354,14232,4
2355,2352,8
2356,1644,2
2357,5606,8
2358,12264,1
2359,15573,8
2360,13079,7
2361,6986,4
2362,11060,7
2363,18972,12
2364,5750,2
2365,9766,6
2366,3476,4
2367,5692,7
2368,18924,9
2369,16542,3
2370,19720,9
2371,10953,8
2372,15408,8
2373,6534,7
2374,2168,3
2375,11924,2
2376,7290,7
2377,10870,9
2378,14042,5
2379,17927,9
2380,1118,9
2381,1990,9
2382,17253,4
2383,11768,10
2384,4298,7
2385,18821,2
2386,5117,11
2387,3732,1
2388,8731,12
2389,8060,5
2390,5349,6
2391,4925,2
2392,4750,8
2393,11399,3
2394,17645,9
2395,12574,13
2396,12143,2
2397,699,5
2398,18157,15
2399,7889,4
2400,1936,1
2401,8640,6
2402,4479,5
2403,18869,2
2404,5794,3
2405,8604,13
2406,15253,7
2407,6500,6
2408,7795,9
2409,9598,7
2410,15640,5
2411,11632,6
2412,1279,5
2413,2528,1
2414,4738,1
2415,17787,9
2416,9796,11
2417,10916,13
2418,6275,9
2419,6234,8
2420,3462,4
2421,9508,10
2422,9054,7
2423,14153,9
2424,17548,3
2425,6122,5
2426,16900,6
2427,17380,6
2428,16840,7
2429,7042,3
2430,9772,16
2431,8987,9
2432,3047,8
2433,14738,5
2434,14649,8
2435,13620,7
2436,5663,5
2437,1779,4
2438,11820,16
2439,11339,3
2440,5951,8
2441,16157,5
2442,16224,9
2443,1050,6
2444,16783,7
2445,6156,13
2446,4031,1
2447,6928,1
2448,6132,3
2449,6217,2
2450,5658,6
2451,17350,9
2452,6611,8
2453,15102,4
2454,8468,8
2455,18686,1
2456,1823,15
2457,12735,8
2458,14386,7
2459,14471,3
2460,18397,1
2461,11853,8
2462,9316,2
2463,2388,9
2464,4949,1
2465,9704,3
2466,17597,13
2467,6109,10
2468,15094,21
2469,7694,1
2470,6231,4
2471,816,5
2472,6691,4
2473,10690,7
2474,8547,3
2475,14647,18
2476,419,17
2477,1336,5
2478,9532,8
2479,13292,2
2480,664,2
2481,5465,8
2482,16506,9
2483,19969,14
2484,9230,3
2485,95,8
2486,13629,9
2487,12844,13
2488,11871,8
2489,172,2
2490,1250,9
2491,11254,10
2492,409,8
2493,15430,5
2494,12431,2
2495,13639,4
2496,10714,9
2497,2303,5
2498,2345,4
2499,6980,7
2500,11034,2
2501,5444,7
2502,14618,9
2503,18711,2
2504,16866,5
2505,14182,13
2506,10958,6
2507,11408,2
2508,16299,9
2509,10948,8
2510,5178,5
2511,3229,3
2512,1411,14
2513,1681,8
2514,2872,5
2515,12197,11
2516,13192,3
2517,7655,8
2518,8838,6
2519,16109,11
2520,4322,8
2521,5284,6
2522,4103,7
2523,5618,4
2524,7884,1
2525,14122,1
2526,2800,9
2527,12102,6
2528,11676,7
2529,9889,3
2530,11052,9
2531,10694,5
2532,8490,2
2533,6222,9
2534,10722,9
2535,16284,7
2536,7833,3
2537,4143,5
2538,5164,6
2539,18482,6
2540,16305,6
2541,19046,5
2542,13328,6
2543,14010,6
2544,17520,3
2545,17151,11
2546,11475,7
2547,1727,3
2548,10440,5
2549,354,5
2550,13148,8
2551,15160,8
2552,10848,2
2553,17675,6
2554,10322,1
2555,6927,6
2556,18794,2
2557,14591,9
2558,10996,17
2559,969,13
2560,17018,7
2561,4416,12
2562,1253,11
2563,11371,8
2564,9181,1
2565,17608,13
2566,9019,5
2567,7422,8
2568,270,15
2569,14511,8
2570,16170,8
2571,1713,17
2572,2807,1
2573,15040,9
2574,12750,3
2575,8889,7
2576,16997,5
2577,9117,2
2578,4094,1
2579,9574,1
2580,18966,17
2581,2654,7
2582,18506,15
2583,2114,7
2584,1226,3
2585,5999,9
2586,9573,7
2587,4815,8
2588,5247,13
2589,18507,2
2590,4570,15
2591,5118,6
2592,13220,10
2593,7282,17
2594,3290,17
2595,14133,14
2596,1844,13
2597,7543,18
2598,11401,9
2599,15751,3
2600,17897,4
2601,17453,30
2602,149,4
2603,280,3
2604,13521,6
2605,5070,15
2606,6773,10
2607,2164,5
2608,5445,8
2609,7912,15
2610,1647,8
2611,15432,4
2612,6881,18
2613,3137,7
2614,4260,6
2615,10541,9
2616,8991,13
2617,5557,6
2618,3012,1
2619,8648,5
2620,4325,5
2621,18140,7
2622,5062,4
2623,5159,8
2624,16869,2
2625,9338,6
2626,7243,4
2627,12989,5
2628,14160,8
2629,3131,9
2630,15190,1
2631,17749,17
2632,3800,3
2633,6177,7
2634,5278,3
2635,7710,8
2636,3306,3
2637,1557,6
2638,16577,6
2639,19573,3
2640,19330,3
2641,10475,1
2642,2074,6
2643,17145,9
2644,16093,6
2645,16395,4
2646,1199,5
2647,13385,1
2648,9093,1
2649,1316,12
2650,2448,4
2651,11784,18
2652,4733,1
2653,8937,6
2654,18284,5
2655,5578,6
2656,10793,15
2657,17656,4
2658,17103,1
2659,3693,9
2660,10697,6
2661,17517,2
2662,12108,12
2663,856,9
2664,5310,7
2665,6388,3
2666,5335,5
2667,6440,5
2668,7808,2
2669,9272,14
2670,6442,1
2671,8735,9
2672,1917,2
2673,5826,2
2674,11815,3
2675,19442,3
2676,17458,10
2677,7368,5
2678,4460,4
2679,18468,8
2680,16282,5
2681,18907,8
2682,10829,7
2683,6596,4
2684,7879,2
2685,18234,4
2686,10184,8
2687,9203,9
2688,6077,7
2689,16139,2
2690,5189,8
2691,4153,1
2692,3449,6
2693,19783,7
2694,8546,3
2695,12201,1
2696,16435,7
2697,15832,9
2698,4783,6
2699,10196,15
2700,11631,7
2701,15811,3
2702,3784,11
2703,19625,9
2704,1052,7
2705,10485,6
2706,9005,2
2707,13009,8
2708,6923,5
2709,16320,9
2710,583,10
2711,3288,9
2712,65,6
2713,9638,13
2714,9402,6
2715,2138,6
2716,16294,7
2717,14639,1
2718,7660,6
2719,4730,7
2720,119,8
2721,7410,6
2722,10062,5
2723,8653,5
2724,17290,1
2725,16449,2
2726,10396,2
2727,4117,8
2728,16738,16
2729,17824,1
2730,14184,1
2731,13798,6
2732,8149,1
2733,12309,8
2734,16150,5
2735,3275,1
2736,14658,3
2737,9120,4
2738,3511,5
2739,7404,6
2740,12003,5
2741,17297,17
2742,4521,7
2743,10865,10
2744,1820,7
2745,7668,16
2746,8330,6
2747,4710,11
2748,6486,4
2749,12938,12
2750,9231,9
2751,2132,9
2752,15043,9
2753,17326,5
2754,12551,1
2755,5960,6
2756,7050,3
2757,3055,9
2758,14062,20
2759,1943,8
2760,7142,4
2761,18557,11
2762,1568,11
2763,8099,9
2764,12419,7
2765,12761,7
2766,6045,2
2767,5125,14
2768,5229,6
2769,13627,14
2770,5172,8
2771,5483,5
2772,19886,1
2773,8808,9
2774,12507,8
2775,14245,4
2776,5022,4
2777,18880,8
2778,18737,15
2779,123,4
2780,15614,4
2781,12643,13
2782,3305,6
2783,492,12
2784,11951,6
2785,6667,5
2786,19265,8
2787,16725,10
2788,880,8
2789,17559,2
2790,10808,8
2791,1072,6
2792,10724,5
2793,2725,5
2794,15601,9
2795,8326,18
2796,4986,2
2797,15216,3
2798,17530,1
2799,7989,5
2800,49,3
2801,13707,7
2802,17595,9
2803,2069,3
2804,4353,6
2805,19220,3
2806,10782,9
2807,9239,3
2808,15522,4
2809,17231,3
2810,1502,7
2811,10658,6
2812,2021,3
2813,1969,9
2814,6587,17
2815,5987,5
2816,17078,6
2817,15847,8
2818,19659,12
2819,6342,9
2820,14354,5
2821,16084,4
2822,3299,3
2823,14315,7
2824,9701,8
2825,5308,6
2826,17281,5
2827,9349,8
2828,15409,4
2829,8218,3
2830,7806,2
2831,7678,1
2832,5094,3
2833,1683,9
2834,8325,1
2835,4288,1
2836,15321,3
2837,5880,1
2838,19319,3
2839,2743,21
2840,5397,6
2841,18346,8
2842,8775,9
2843,1573,6
2844,5906,4
2845,13901,4
2846,8594,5
2847,7381,4
2848,17527,8
2849,1096,5
2850,18578,1
2851,17600,10
2852,16452,16
2853,11539,3
2854,14124,3
2855,10315,11
2856,18497,10
2857,7439,11
2858,12371,10
2859,4977,8
2860,1433,9
2861,14012,8
2862,6318,8
2863,12167,2
2864,16394,9
2865,14199,4
2866,18005,9
2867,6220,9
2868,13241,9
2869,14717,7
2870,1308,5
2871,43,8
2872,17857,7
2873,8967,9
2874,14985,1
2875,14644,5
2876,9526,29
2877,18222,3
2878,17026,9
2879,5620,8
2880,3214,4
2881,5052,4
2882,16289,1
2883,18899,8
2884,7057,7
2885,14076,3
2886,3619,7
2887,3175,13
2888,5374,6
2889,19075,6
2890,8322,6
2891,13291,7
2892,14409,7
2893,16524,4
2894,1533,15
2895,1416,7
2896,2644,3
2897,12438,14
2898,5372,7
2899,3712,3
2900,11554,2
2901,10463,2
2902,11611,12
2903,18541,9
2904,17537,8
2905,12792,7
2906,17184,1
2907,4142,14
2908,4614,13
2909,10491,10
2910,4878,12
2911,16682,13
2912,2419,6
2913,7283,7
2914,6083,9
2915,18945,1
2916,18666,9
2917,11782,19
2918,2068,4
2919,15277,8
2920,2831,8
2921,107,6
2922,16670,8
2923,8328,6
2924,11607,7
2925,4317,9
2926,7027,5
2927,4800,5
2928,4058,4
2929,14040,7
2930,5338,4
2931,14388,9
2932,12653,15
2933,3446,8
2934,12665,9
2935,16994,11
2936,4025,8
2937,6745,2
2938,19152,3
2939,19048,1
2940,8620,15
2941,4786,8
2942,10172,5
2943,792,6
2944,15502,7
2945,15151,3
2946,359,1
2947,12129,9
2948,14432,5
2949,19248,8
2950,5650,3
2951,11558,3
2952,12531,9
2953,10317,9
2954,9651,4
2955,3292,5
2956,7915,3
2957,18828,6
2958,17880,14
2959,3520,2
2960,7025,4
2961,5597,6
2962,6936,2
2963,3247,8
2964,12854,4
2965,1112,6
2966,11176,2
2967,11689,8
2968,2338,10
2969,16862,9
2970,17727,9
2971,6856,5
2972,5591,4
2973,9311,15
2974,8037,2
2975,3395,5
2976,17588,2
2977,5983,13
2978,5389,11
2979,13189,7
2980,14578,7
2981,6409,3
2982,16817,4
2983,15097,3
2984,9484,2
2985,11834,6
2986,16181,8
2987,878,4
2988,983,8
2989,17434,3
2990,9262,1
2991,4794,4
2992,4426,4
2993,729,7
2994,14028,8
2995,4070,7
2996,12730,9
2997,6006,1
2998,12654,7
2999,4263,9
3000,10769,10
3001,10957,5
3002,10764,2
3003,4134,1
3004,6784,13
3005,11701,5
3006,18248,6
3007,9243,5
3008,9908,9
3009,8598,1
3010,7512,2
3011,19201,5
3012,14664,9
3013,15977,6
3014,12620,6
3015,12404,10
3016,16632,6
3017,15450,11
3018,19182,9
3019,10938,4
3020,18635,1
3021,9897,4
3022,903,8
3023,1490,7
3024,12678,1
3025,11868,7
3026,11397,11
3027,9164,13
3028,3424,8
3029,16761,6
3030,302,2
3031,16161,4
3032,15067,4
3033,3367,2
3034,12548,2
3035,18076,3
3036,13662,3
3037,6941,2
3038,15626,4
3039,14060,4
3040,11585,23
3041,4387,8
3042,1726,18
3043,5640,2
3044,9501,7
3045,16805,6
3046,16329,7
3047,7751,3
3048,7669,5
3049,14082,7
3050,8308,16
3051,14364,6
3052,8926,5
3053,13554,10
3054,12589,12
3055,2222,2
3056,10527,3
3057,9047,10
3058,4492,4
3059,558,3
3060,16238,5
3061,8732,6
3062,598,7
3063,471,9
3064,10501,9
3065,167,8
3066,6164,12
3067,17491,1
3068,11073,2
3069,12982,4
3070,17826,1
3071,14035,10
3072,3887,2
3073,7051,7
3074,13346,9
3075,3238,5
3076,11250,6
3077,5738,9
3078,9860,8
3079,367,1
3080,11249,6
3081,9502,9
3082,7178,8
3083,8539,1
3084,11419,3
3085,17005,3
3086,8536,9
3087,3333,9
3088,15142,4
3089,7687,10
3090,19407,2
3091,12169,6
3092,3349,7
3093,5564,8
3094,13096,4
3095,1946,1
3096,2905,9
3097,12586,4
3098,12183,27
3099,3087,9
3100,14992,3
3101,864,3
3102,18517,4
3103,15091,7
3104,15965,1
3105,12365,11
3106,13993,8
3107,10620,9
3108,11864,7
3109,15103,4
3110,19755,14
3111,15454,1
3112,2554,1
3113,18328,4
3114,7964,1
3115,6828,9
3116,11338,6
3117,11725,8
3118,1465,9
3119,15482,1
3120,6663,2
3121,18532,9
3122,16176,3
3123,13199,6
3124,18229,6
3125,3173,7
3126,9426,2
3127,4778,6
3128,3709,4
3129,7273,3
3130,18059,3
3131,7581,7
3132,14503,7
3133,19747,12
3134,18360,5
3135,16810,9
3136,3213,3
3137,169,10
3138,16649,9
3139,7841,5
3140,17531,9
3141,16550,4
3142,15570,7
3143,4819,9
3144,14189,5
3145,9432,10
3146,4450,10
3147,3516,1
3148,18843,5
3149,9533,9
3150,10495,8
3151,10316,7
3152,18283,12
3153,6405,6
3154,8538,4
3155,8022,7
3156,2646,8
3157,12769,9
3158,1874,3
3159,9277,2
3160,2769,1
3161,1438,8
3162,15593,4
3163,1407,4
3164,8064,3
3165,9003,8
3166,11775,3
3167,2158,1
3168,18881,5
3169,13427,12
3170,9729,3
3171,2386,5
3172,2627,3
3173,10237,2
3174,10212,13
3175,19404,8
3176,468,4
3177,18639,6
3178,721,8
3179,4434,6
3180,17097,9
3181,13973,7
3182,12422,6
3183,11627,3
3184,17050,14
3185,6779,3
3186,16929,10
3187,6776,14
3188,3776,6
3189,1270,11
3190,17674,9
3191,8361,3
3192,11107,6
3193,16853,4
3194,11962,6
3195,4758,10
3196,11260,8
3197,13301,4
3198,4594,7
3199,19486,14
3200,6358,8
3201,12342,8
3202,10943,7
3203,11970,1
3204,2456,2
3205,15798,6
3206,18316,9
3207,18159,5
3208,402,5
3209,3187,14
3210,16338,5
3211,10730,5
3212,9854,15
3213,11727,5
3214,14065,4
3215,14216,9
3216,15376,10
3217,6992,13
3218,14243,8
3219,4801,6
3220,327,8
3221,10609,9
3222,11966,5
3223,17777,4
3224,1343,3
3225,10528,5
3226,11818,1
3227,19559,8
3228,8074,9
3229,1222,4
3230,13325,3
3231,6832,8
3232,16921,13
3233,19163,12
3234,6633,8
3235,5115,7
3236,17630,13
3237,6782,17
3238,14667,7
3239,3090,2
3240,7773,20
3241,1596,8
3242,19894,9
3243,13371,9
3244,19622,7
3245,14366,16
3246,6700,6
3247,13377,4
3248,10249,1
3249,377,2
3250,1360,7
3251,11907,8
3252,952,4
3253,7266,2
3254,7614,11
3255,13011,5
3256,14440,8
3257,6142,8
3258,8503,9
3259,12238,2
3260,10739,1
3261,19843,3
3262,13413,9
3263,890,7
3264,2107,10
3265,1394,16
3266,8705,5
3267,8067,7
3268,14384,6
3269,3872,7
3270,5821,1
3271,19949,4
3272,6780,1
3273,8157,6
3274,5862,3
3275,14968,5
3276,8555,13
3277,6742,8
3278,18323,7
3279,16003,8
3280,15962,9
3281,5130,1
3282,7356,1
3283,8665,5
3284,18658,15
3285,6586,9
3286,10877,1
3287,6932,3
3288,14935,5
3289,6307,9
3290,330,6
3291,9561,8
3292,16272,2
3293,5236,7
3294,19490,7
3295,451,4
3296,1363,9
3297,9393,2
3298,8608,2
3299,16090,5
3300,13917,6
3301,17165,9
3302,1042,10
3303,19777,9
3304,4686,6
3305,11283,7
3306,4605,13
3307,7611,5
3308,10780,4
3309,17369,16
3310,1482,2
3311,10594,6
3312,1340,8
3313,8117,7
3314,13731,1
3315,10449,1
3316,3578,6
3317,16085,7
3318,4787,7
3319,9593,7
3320,15538,11
3321,11185,10
3322,9286,1
3323,19091,12
3324,6185,5
3325,7056,4
3326,14683,13
3327,18750,7
3328,16906,18
3329,10832,17
3330,19143,14
3331,11683,6
3332,4941,4
3333,16010,4
3334,9664,3
3335,812,3
3336,510,3
3337,8990,13
3338,12078,7
3339,18910,2
3340,6535,4
3341,16134,9
3342,2280,11
3343,18986,8
3344,9797,4
3345,6944,2
3346,13358,13
3347,1796,5
3348,13051,2
3349,6735,12
3350,16491,9
3351,14360,5
3352,7776,8
3353,11634,2
3354,3731,2
3355,10479,9
3356,4251,7
3357,13720,18
3358,8569,4
3359,12492,7
3360,8982,2
3361,5275,2
3362,12323,4
3363,11477,2
3364,706,6
3365,19142,6
3366,571,19
3367,956,8
3368,19775,3
3369,17655,9
3370,213,8
3371,4985,10
3372,17406,4
3373,1114,4
3374,19695,5
3375,3260,5
3376,19394,6
3377,7426,2
3378,14800,12
3379,11232,1
3380,9538,15
3381,17625,15
3382,18855,3
3383,13615,9
3384,5479,5
3385,9288,12
3386,3095,4
3387,4982,7
3388,16328,3
3389,19721,4
3390,2689,9
3391,13526,3
3392,19347,1
3393,1822,5
3394,14475,3
3395,4671,7
3396,12739,7
3397,5051,8
3398,8905,5
3399,15192,8
3400,2111,14
3401,16058,1
3402,4653,8
3403,3696,16
3404,17816,9
3405,18535,9
3406,17044,5
3407,12649,2
3408,17060,14
3409,2512,3
3410,16334,15
3411,18460,5
3412,6337,6
3413,449,5
3414,4549,7
3415,2185,6
3416,6521,5
3417,5088,7
3418,5434,12
3419,18571,6
3420,15685,9
3421,12099,4
3422,839,7
3423,8236,4
3424,8667,9
3425,3726,21
3426,4062,2
3427,12926,4
3428,5019,5
3429,14510,7
3430,19836,8
3431,1284,11
3432,874,7
3433,14214,14
3434,11348,3
3435,18956,12
3436,13437,15
3437,2108,14
3438,16116,7
3439,15443,6
3440,11902,4
3441,15133,9
3442,16070,6
3443,19587,2
3444,770,8
3445,7577,1
3446,5772,15
3447,18513,6
3448,14422,2
3449,9489,6
3450,18329,1
3451,6218,9
3452,11568,6
3453,4883,11
3454,2686,2
3455,15014,3
3456,19737,1
3457,10254,2
3458,7848,8
3459,14830,3
3460,4481,6
3461,16447,4
3462,5932,1
3463,18186,4
3464,18822,8
3465,1431,2
3466,5452,3
3467,9261,8
3468,16686,6
3469,2332,4
3470,6154,6
3471,6644,3
3472,17289,9
3473,7307,4
3474,4875,9
3475,13376,7
3476,2785,2
3477,6299,13
3478,19885,4
3479,11787,5
3480,19008,5
3481,15641,8
3482,9309,1
3483,19963,11
3484,18003,5
3485,9089,7
3486,18184,5
3487,15127,9
3488,2400,5
3489,3617,8
3490,3001,7
3491,6526,13
3492,7784,13
3493,15395,2
3494,13262,2
3495,7319,5
3496,14889,16
3497,11624,6
3498,11874,2
3499,9161,14
3500,16950,8
3501,16600,5
3502,3375,1
3503,17104,5
3504,7162,2
3505,13756,5
3506,11896,9
3507,8495,2
3508,10226,5
3509,16462,8
3510,16819,8
3511,5849,16
3512,1007,1
3513,19425,1
3514,18982,5
3515,18158,5
3516,4278,2
3517,9741,1
3518,8403,3
3519,487,2
3520,5520,4
3521,13038,7
3522,13337,6
3523,19273,13
3524,8086,3
3525,9628,13
3526,11839,12
3527,11857,9
3528,1920,2
3529,1321,8
3530,6426,25
3531,3774,12
3532,16537,6
3533,19285,7
3534,13251,6
3535,19902,7
3536,1324,1
3537,8810,5
3538,13181,3
3539,8672,4
3540,777,2
3541,15718,9
3542,16103,3
3543,19362,1
3544,12585,11
3545,8498,14
3546,2159,3
3547,1952,3
3548,9375,10
3549,1679,4
3550,6429,9
3551,13755,8
3552,15845,8
3553,15100,9
3554,2586,4
3555,2733,14
3556,9251,1
3557,18413,8
3558,16755,7
3559,9002,7
3560,3745,6
3561,1629,11
3562,12790,9
3563,9753,10
3564,14585,1
3565,7712,14
3566,15946,9
3567,258,6
3568,19511,9
3569,5677,4
3570,9404,7
3571,6654,6
3572,5842,9
3573,17996,1
3574,3884,7
3575,14745,2
3576,3785,6
3577,1259,7
3578,10460,10
3579,13580,9
3580,379,6
3581,19126,25
3582,12300,8
3583,320,2
3584,7826,8
3585,12689,6
3586,18087,2
3587,8016,1
3588,1697,11
3589,17722,1
3590,17606,6
3591,5549,8
3592,4865,9
3593,7519,11
3594,9802,5
3595,10689,2
3596,15749,9
3597,5071,22
3598,3212,2
3599,14309,7
3600,6869,32
3601,2987,4
3602,6370,9
3603,3467,8
3604,19922,4
3605,13734,6
3606,5180,3
3607,16260,4
3608,19047,3
3609,3041,3
3610,17046,2
3611,12484,1
3612,14997,7
3613,8657,6
3614,7325,4
3615,8744,11
3616,16892,4
3617,12454,1
3618,1915,4
3619,11228,2
3620,12135,16
3621,2109,5
3622,18826,1
3623,9453,10
3624,15769,8
3625,7681,11
3626,1780,7
3627,7385,6
3628,4814,9
3629,14823,5
3630,16066,3
3631,3178,7
3632,13049,7
3633,16665,3
3634,2780,1
3635,5634,4
3636,16075,3
3637,17935,8
3638,12237,8
3639,8070,6
3640,14113,11
3641,2741,2
